,Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Natural Gas Use (kBtu),Weather Normalized Site Natural Gas Use (therms),Weather Normalized Site Electricity (kWh),Total GHG Emissions (Metric Tons CO2e),Direct GHG Emissions (Metric Tons CO2e),Indirect GHG Emissions (Metric Tons CO2e),Property GFA - Self-Reported (ft²),Water Use (All Water Sources) (kgal),Water Intensity (All Water Sources) (gal/ft²),Source EUI (kBtu/ft²),Primary Property Type - Self Selected,Largest Property Use Type (ft²),2nd Largest Property Use (ft²),3rd Largest Property Use Type (ft²),Total area (ft²),Site Gas (kBtu/ft²),Electricity Use Grid Purchase (kBtu),ENERGY STAR Score,Property Id,Electricity Use - Grid Purchase (kBtu),Electricity Use Area (kBtu/ft²),GHG Emissions Area (Metric Tons CO2e/ft²),Water use Area (kgal/ft²),Code Property Type
3870,1927,1,100,24.4,401800.0,4088.3,241778.7,151.5,71.9,79.6,79200.0,19383.7,244.74,47.9,Multifamily Housing,79200.0,0.0,0.0,79200.0,5.0732323232323235,857585.7,100,2936196,857585.7,10.828102272727271,0.0019128787878787878,0.2447436868686869,0
3871,1927,1,100,47.3,1325984.2,13801.3,330201.4,282.6,173.2,109.4,82320.0,12.7,0.15,78.9,Multifamily Housing,82320.0,0.0,0.0,82320.0,16.107679786200194,1179004.0,98,4408628,1179004.0,14.32220602526725,0.0034329446064139944,0.0001542759961127308,0
3872,1929,1,100,75.8,2833472.7,30128.5,161274.1,238.7,185.0,53.8,51040.0,0.0,0.0,103.0,Multifamily Housing,51040.0,0.0,0.0,51040.0,55.514747257053294,579211.9,71,2815341,579211.9,11.34819553291536,0.004676724137931034,0.0,0
3873,1929,1,100,70.9,2384145.5,25103.6,172606.0,229.7,172.7,56.9,51040.0,0.0,0.0,99.1,Multifamily Housing,51040.0,0.0,0.0,51040.0,46.711314655172416,613681.3,88,2815208,613681.3,12.02353644200627,0.00450039184952978,0.0,0
3874,1929,1,100,114.4,345755.3,0.0,0.0,521.7,438.9,82.8,59602.0,8497.7,142.57,147.7,Multifamily Housing,52980.0,6622.0,0.0,59602.0,5.80106875608201,892168.2,41,3120104,892168.2,14.968762793194859,0.008753061977785982,0.14257407469548003,0
3875,1927,1,100,45.6,420500.0,4266.1,341742.9,219.7,108.9,110.8,60968.0,0.0,0.0,88.1,Multifamily Housing,60968.0,0.0,0.0,60968.0,6.897060753181997,1193800.8,93,3522484,1193800.8,19.580776800944758,0.0036035297205091192,0.0,0
3876,2010,1,100,82.0,8241949.0,91294.2,836463.9,706.4,437.8,268.6,135884.0,7554.7,55.6,130.6,Multifamily Housing,135884.0,0.0,0.0,135884.0,60.65430072709076,2894690.6,44,3524243,2894690.6,21.30265962144182,0.005198551705866769,0.055596685408142235,0
3877,1925,1,100,115.0,373609.1,3809.8,295659.6,656.3,561.0,95.3,74645.0,0.0,0.0,145.6,Multifamily Housing,74645.0,0.0,0.0,74645.0,5.005145689597428,1027119.3,30,3129093,1027119.3,13.760054926652824,0.008792283475115546,0.0,0
3878,2005,1,100,61.5,4645148.4,51793.5,659997.8,460.4,246.7,213.7,113000.0,2724.3,24.11,107.1,Multifamily Housing,113000.0,0.0,0.0,113000.0,41.10750796460177,2302569.0,67,4125809,2302569.0,20.37671681415929,0.004074336283185841,0.024108849557522124,0
3879,1973,1,100,67.9,6515781.6,70125.3,610151.5,545.6,346.1,199.6,127725.0,0.0,0.0,106.4,Multifamily Housing,127725.0,0.0,0.0,127725.0,51.01414445096888,2150484.5,53,4526631,2150484.5,16.836833039733804,0.004271677431982776,0.0,0
3880,1927,1,100,85.2,4855600.0,54113.8,249205.2,339.9,257.9,82.0,67387.0,5735.4,85.11,116.8,Multifamily Housing,67387.0,0.0,0.0,67387.0,72.05544096042263,883905.9,53,4043901,883905.9,13.1168608188523,0.00504399958448959,0.08511137162954278,0
3881,1965,2,100,103.2,0.0,0.0,827528.0,1410.5,1142.6,267.9,175000.0,10169.2,58.11,139.4,Multifamily Housing,175000.0,0.0,0.0,175000.0,0.0,2887282.6,35,4023956,2887282.6,16.498757714285716,0.00806,0.05810971428571429,0
3882,1935,1,100,72.4,351600.0,3556.3,233748.1,311.1,233.2,77.9,55776.0,7312.6,131.11,105.5,Multifamily Housing,55776.0,0.0,0.0,55776.0,6.303786574870912,839730.7,70,3859715,839730.7,15.055412722317842,0.005577667814113597,0.13110656913367758,0
3883,1931,1,100,86.8,734965.1,7656.2,394219.5,525.3,395.9,129.3,79098.0,0.0,0.0,125.6,Multifamily Housing,79098.0,0.0,0.0,79098.0,9.29182912336595,1393680.5,57,4043869,1393680.5,17.619668006776404,0.0066411287263900476,0.0,0
3884,1928,1,100,23.6,442799.9,4512.7,264197.7,110.0,23.5,86.5,58180.0,15081.9,259.23,58.3,Multifamily Housing,58180.0,0.0,0.0,58180.0,7.610861120660021,932127.7,100,4842727,932127.7,16.02144551392231,0.0018906840838776211,0.2592282571330354,0
3885,1953,1,100,91.3,202499.0,2025.0,173385.2,372.5,315.3,57.1,53250.0,3894.1,73.13,117.0,Multifamily Housing,53250.0,0.0,0.0,53250.0,3.802798122065728,615654.3,52,4926074,615654.3,11.56158309859155,0.006995305164319249,0.07312863849765258,0
3886,1931,1,100,97.9,407936.7,4079.4,254457.4,589.2,508.6,80.6,79095.0,0.0,0.0,122.5,Multifamily Housing,79095.0,0.0,0.0,79095.0,5.157553574815096,868208.9,45,2721217,868208.9,10.976786143245464,0.0074492698653517925,0.0,0
3887,1929,1,100,96.2,205656.7,2077.0,227314.6,399.4,325.4,74.0,53844.0,9143.7,169.82,128.9,Multifamily Housing,53844.0,0.0,0.0,53844.0,3.8194914939454723,797742.1,37,5764732,797742.1,14.815803060693856,0.007417725280439789,0.16981836416313797,0
3888,1958,1,100,100.2,796883.3,8097.5,907227.4,1303.3,1007.8,295.4,167750.0,8208.2,48.93,141.8,Multifamily Housing,167750.0,0.0,0.0,167750.0,4.750422056631893,3183325.5,47,5858967,3183325.5,18.976605067064085,0.00776929955290611,0.04893114754098361,0
3889,1973,1,100,118.8,5813500.1,58135.0,964913.5,622.9,308.8,314.1,77403.0,7799.8,100.77,216.2,Senior Care Community,77403.0,0.0,0.0,77403.0,75.10690929292146,3384704.0,31,3130336,3384704.0,43.72833094324509,0.008047491699288142,0.10076870405539837,6
3890,1962,1,100,57.7,12264232.7,122642.3,1249561.8,1062.0,651.4,410.6,288990.0,0.0,0.0,92.6,Multifamily Housing,288990.0,0.0,0.0,288990.0,42.43825980137721,4424358.8,86,3330718,4424358.8,15.3097297484342,0.0036748676424789785,0.0,0
3891,1942,1,100,93.6,7404052.5,80238.9,40311.0,406.0,393.3,12.8,80596.0,0.0,0.0,101.8,Multifamily Housing,80596.0,0.0,0.0,80596.0,91.86625266762618,137541.0,92,5865262,137541.0,1.706548712094893,0.005037470842225421,0.0,0
3892,1935,15,100,154.8,19043530.3,205641.1,648594.1,1281.5,1067.8,213.7,142820.0,12998.5,91.01,196.0,Multifamily Housing,142820.0,0.0,0.0,142820.0,133.3393803388881,2302296.1,15,4039655,2302296.1,16.120263968631846,0.008972832936563507,0.09101316342248984,0
3893,1935,24,100,127.7,27269187.2,299594.7,980136.3,1773.1,1448.4,324.7,240919.0,0.0,0.0,164.5,Multifamily Housing,240919.0,0.0,0.0,240919.0,113.18819686284601,3499061.0,41,4039658,3499061.0,14.523806756627746,0.007359735014672981,0.0,0
3894,2009,1,100,5.2,398100.0,4360.0,58641.0,39.7,21.1,18.6,115274.0,299.0,2.59,9.1,Non-Refrigerated Warehouse,115274.0,0.0,0.0,115274.0,3.453510765654007,200083.1,100,3663729,200083.1,1.7357175078508598,0.0003443968284261846,0.002593819942051113,3
3895,1960,1,100,25.6,710300.0,7310.5,409443.9,172.3,37.7,134.6,84520.0,2091.9,24.75,62.7,Multifamily Housing,84520.0,0.0,0.0,84520.0,8.403928064363464,1450666.4,100,3094753,1450666.4,17.16358731661145,0.0020385707524846193,0.024750354945575013,0
3896,1929,1,100,104.4,177938.9,1779.4,219043.4,429.9,357.7,72.2,54115.0,5791.9,107.03,136.2,Multifamily Housing,54115.0,0.0,0.0,54115.0,3.2881622470664325,778101.4,28,4463092,778101.4,14.378663956389172,0.007944192922479904,0.10702947426776309,0
3897,1929,1,100,123.0,294224.0,2974.2,240970.0,552.1,474.1,78.0,58730.0,0.0,0.0,154.9,Multifamily Housing,58730.0,0.0,0.0,58730.0,5.009773539928486,840399.2,22,2721286,840399.2,14.309538566320448,0.009400647028775754,0.0,0
3898,1927,1,100,110.6,5260299.7,52603.0,273429.5,368.9,279.4,89.5,56280.0,7703.9,136.89,152.0,Multifamily Housing,56280.0,0.0,0.0,56280.0,93.46659026297087,964603.1,28,4495841,964603.1,17.13935856432125,0.006554726368159204,0.13688521677327647,0
3899,1928,1,100,81.8,449730.0,4497.3,242075.1,320.9,244.3,76.6,51365.0,8293.8,161.47,117.2,Multifamily Housing,51365.0,0.0,0.0,51365.0,8.755572860897498,825960.5,73,3577426,825960.5,16.080219994159446,0.006247444758103767,0.161467925630293,0
3900,1928,1,100,78.9,3872033.2,41811.9,289947.6,328.0,232.6,95.4,66710.0,0.0,0.0,114.8,Multifamily Housing,66710.0,0.0,0.0,66710.0,58.04277019937041,1028102.1,55,3857658,1028102.1,15.411514015889672,0.004916804077349722,0.0,0
3901,1927,1,100,87.5,14535.2,147.6,30272.2,370.4,360.8,9.6,56000.0,4693.3,83.81,92.3,Multifamily Housing,56000.0,0.0,0.0,56000.0,0.2595571428571429,103288.7,93,2977889,103288.7,1.8444410714285713,0.006614285714285714,0.08380892857142858,0
3902,1940,1,100,104.2,255769.4,2557.7,242301.7,472.0,394.0,78.0,59710.0,0.0,0.0,135.4,Multifamily Housing,59710.0,0.0,0.0,59710.0,4.283527047395746,840169.9,57,4043138,840169.9,14.070840730195947,0.00790487355551834,0.0,0
3903,1929,1,100,115.3,148145.2,1481.5,170174.2,476.2,421.1,55.1,54048.0,3471.5,64.23,139.9,Multifamily Housing,54048.0,0.0,0.0,54048.0,2.740993191237419,593548.0,23,5764736,593548.0,10.981867969212551,0.008810686796921255,0.06422994375370042,0
3904,1929,1,100,83.6,192136.9,1940.2,318328.9,350.2,248.2,102.0,53274.0,0.0,0.0,128.5,Multifamily Housing,53274.0,0.0,0.0,53274.0,3.6065791943537184,1099667.6,4,5764739,1099667.6,20.641731426211663,0.006573563088936442,0.0,0
3905,1922,1,100,160.0,461863.6,4618.2,71364.0,642.8,620.2,22.6,53860.0,0.0,0.0,171.6,Multifamily Housing,53860.0,0.0,0.0,53860.0,8.575261789825474,243511.5,17,4869616,243511.5,4.521193835870776,0.01193464537690308,0.0,0
3906,1941,1,100,92.5,347616.4,3513.8,253075.0,476.1,393.5,82.7,67224.0,487.1,7.25,121.9,Multifamily Housing,67224.0,0.0,0.0,67224.0,5.17101630370106,890671.0,46,4279948,890671.0,13.249300844936332,0.007082292038557658,0.007245924074735214,0
3907,1930,1,100,107.7,4661799.9,50225.1,231173.0,324.0,247.6,76.4,50934.0,5948.5,116.79,146.8,Multifamily Housing,50934.0,0.0,0.0,50934.0,91.52628695959477,823052.8,39,4387426,823052.8,16.159202104684496,0.006361173283072211,0.11678839282208348,0
3908,1929,3,100,89.0,4563076.6,50276.1,437188.2,385.2,242.4,142.9,68546.0,0.0,0.0,140.4,Multifamily Housing,68546.0,0.0,0.0,68546.0,66.56955329267936,1539601.0,25,4412152,1539601.0,22.460843812913957,0.0056195839290403525,0.0,0
3909,1929,1,100,123.1,1694800.0,16948.0,381792.2,598.1,474.2,123.9,66650.0,0.0,0.0,168.0,Multifamily Housing,66650.0,0.0,0.0,66650.0,25.428357089272318,1334634.5,17,4595145,1334634.5,20.024523630907726,0.008973743435858965,0.0,0
3910,1981,1,100,83.2,3736743.7,40912.0,385851.3,320.6,198.5,122.2,60717.0,4438.9,73.11,132.7,Multifamily Housing,60717.0,0.0,0.0,60717.0,61.543615461897,1316524.9,58,4398438,1316524.9,21.68297017309814,0.00528023453069157,0.07310802575884842,0
3911,1957,1,100,71.7,1033130.0,10457.8,1147212.9,1394.0,1023.2,370.8,249248.0,0.0,0.0,106.8,Multifamily Housing,249248.0,0.0,0.0,249248.0,4.144988124277828,3995516.3,83,2670602,3995516.3,16.03028429515984,0.005592823212222365,0.0,0
3912,1950,1,100,49.7,396223.1,0.0,0.0,356.8,21.0,335.8,80844.0,6044.6,74.77,145.7,Hospital (General Medical & Surgical),80844.0,0.0,0.0,80844.0,4.901082331403691,3618409.3,100,2643416,3618409.3,44.75792019197466,0.004413438226708228,0.07476869031715402,12
3913,1964,1,100,64.7,5716261.9,57162.6,723319.1,532.6,303.6,229.0,126561.0,11352.4,89.7,108.7,Multifamily Housing,126561.0,0.0,0.0,126561.0,45.16606142492553,2467965.2,84,3113162,2467965.2,19.500203064135082,0.0042082474063890145,0.08969903840835644,0
3914,1931,1,100,100.6,589740.7,6026.4,493836.5,732.8,570.1,162.7,94350.0,0.0,0.0,141.5,Multifamily Housing,94350.0,0.0,0.0,94350.0,6.250563857975622,1753322.9,47,2957580,1753322.9,18.58317859035506,0.00776682564917859,0.0,0
3915,1964,1,100,175.6,6605415.2,71664.1,505186.2,515.4,350.8,164.5,47700.0,5607.7,117.56,262.1,Multifamily Housing,47700.0,6786.0,0.0,54486.0,121.23142091546453,1772705.5,2,2661539,1772705.5,32.53506405315127,0.009459310648606981,0.10292001615093785,0
3916,1933,1,100,84.6,4011999.8,43936.4,200281.9,277.9,213.1,64.8,55650.0,4029.8,72.41,115.1,Multifamily Housing,55650.0,0.0,0.0,55650.0,72.09343755615454,698190.7,73,3544764,698190.7,12.546104222821203,0.004993710691823899,0.07241329739442948,0
3917,1965,1,100,30.1,618100.0,6558.2,322648.1,137.8,32.8,104.9,58069.0,13295.0,228.95,72.3,Multifamily Housing,58069.0,0.0,0.0,58069.0,10.644233584184333,1130678.7,97,4842723,1130678.7,19.471296216569943,0.002373038970879471,0.22895176428042502,0
3918,1905,1,100,17.4,1154422.6,11544.2,17612.4,66.9,61.3,5.6,69851.0,340.7,4.88,20.1,Office,69851.0,0.0,0.0,69851.0,16.526930179954476,60093.6,100,3522664,60093.6,0.8603112339121844,0.0009577529312393524,0.004877525017537329,1
3919,1940,1,100,22.5,387400.0,3948.4,285130.0,113.2,20.6,92.6,61616.0,0.0,0.0,57.5,Multifamily Housing,61616.0,0.0,0.0,61616.0,6.28732796676188,998358.1,100,4842720,998358.1,16.202903466632044,0.001837185146715139,0.0,0
3920,1969,1,100,26.8,126177985.3,1261779.9,2059336.5,9083.0,8430.9,652.1,5818083.0,0.0,0.0,30.6,Multifamily Housing,5818083.0,0.0,0.0,5818083.0,21.68720956713749,7026457.1,100,3334926,7026457.1,1.207692825970341,0.001561167140448151,0.0,0
3921,1969,1,100,26.8,9905635.3,99056.4,161668.7,713.1,661.9,51.2,456771.0,0.0,0.0,30.5,Office,456771.0,0.0,0.0,456771.0,21.686217601380125,551613.7,100,3334928,551613.7,1.2076373062212793,0.0015611761692401664,0.0,1
3922,1997,1,100,64.6,2583212.0,30495.6,2361792.6,894.8,137.2,757.6,166320.0,796.5,4.79,170.4,Retail Store,166320.0,0.0,0.0,166320.0,15.531577681577682,8164159.8,81,1160893,8164159.8,49.087059884559885,0.00537999037999038,0.004788961038961039,8
3923,1998,1,100,178.8,3892565.2,42556.4,0.0,834.2,206.8,627.4,59572.0,0.0,0.0,425.0,Supermarket/Grocery Store,59572.0,0.0,0.0,59572.0,65.34219431947895,6761108.6,93,1241634,6761108.6,113.4947391391929,0.014003222990666756,0.0,16
3924,1969,1,100,26.8,6756665.7,67566.7,110274.8,486.4,451.5,34.9,311551.0,0.0,0.0,30.6,Office,311551.0,0.0,0.0,311551.0,21.68718989828311,376257.6,100,3334915,376257.6,1.2076918385753856,0.001561221116285937,0.0,1
3925,2007,1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242697.0,6040.5,24.89,0.0,Multifamily Housing,242697.0,0.0,0.0,242697.0,0.0,0.0,100,2977455,0.0,0.0,0.0,0.02488905919727067,0
3926,1977,1,100,177.3,16890615.6,170304.0,618064.4,1101.4,897.1,204.3,107658.0,9645.4,89.59,228.9,Senior Care Community,107658.0,0.0,0.0,107658.0,156.89141169258207,2201194.9,41,2811671,2201194.9,20.446180497501345,0.010230544873581156,0.08959297033197719,6
3927,2012,1,90,58.7,1904676.4,0.0,304304.3,202.1,101.2,100.9,50934.0,2299.6,45.15,106.3,Multifamily Housing,50934.0,0.0,0.0,50934.0,37.39498959437704,1087149.4,67,3999874,1087149.4,21.344276907370322,0.00396788000157066,0.04514862370911375,0
3928,1963,1,100,90.7,10318667.1,113612.5,692455.7,777.4,548.1,229.3,141020.0,7287.1,51.67,131.8,Multifamily Housing,141020.0,0.0,0.0,141020.0,73.17165721174301,2470775.0,45,5802563,2470775.0,17.52074173876046,0.005512693235002127,0.05167423060558786,0
3929,1971,1,100,79.9,7291900.2,80558.8,829454.5,658.3,387.3,271.0,127800.0,0.0,0.0,131.7,Senior Care Community,127800.0,0.0,0.0,127800.0,57.057122065727704,2920672.0,93,4200293,2920672.0,22.853458528951485,0.005151017214397495,0.0,6
3930,2002,1,100,92.9,5764584.9,64612.7,1389580.3,754.0,306.2,447.8,114000.0,0.0,0.0,186.0,Senior Care Community,114000.0,26500.0,0.0,140500.0,41.029074021352315,4825421.0,18,3473879,4825421.0,34.34463345195729,0.005366548042704626,0.0,6
3931,1962,1,100,115.7,0.0,0.0,337414.0,520.6,411.8,108.8,57432.0,5984.0,104.19,160.3,Multifamily Housing,57432.0,600.0,0.0,58032.0,0.0,1172874.0,29,2653832,1172874.0,20.210814722911497,0.008970912599944859,0.10311552247036118,0
3932,1998,1,100,99.1,4548299.9,51226.5,597476.2,435.9,241.6,194.3,67000.0,0.0,0.0,169.4,Multifamily Housing,67000.0,2405.0,0.0,69405.0,65.53274115697717,2093562.3,4,2770544,2093562.3,30.164430516533393,0.006280527339528852,0.0,0
3933,1983,1,100,32.7,0.0,0.0,943765.2,298.8,0.0,298.8,98391.0,0.0,0.0,102.8,Non-Refrigerated Warehouse,88650.0,9741.0,0.0,98391.0,0.0,3220127.3,92,2945322,3220127.3,32.72786433718531,0.003036863127725097,0.0,3
3934,1964,1,100,75.2,367861.2,3761.8,368799.9,409.4,288.8,120.6,69730.0,3476.8,49.86,115.9,Multifamily Housing,69730.0,0.0,0.0,69730.0,5.275508389502367,1299580.1,69,3115133,1299580.1,18.637316793345764,0.005871217553420335,0.049860892012046465,0
3935,1981,1,100,71.0,5317899.8,58165.4,441363.6,428.3,282.5,145.9,97013.0,0.0,0.0,108.4,Multifamily Housing,97013.0,0.0,0.0,97013.0,54.816362755506994,1572075.3,69,5984955,1572075.3,16.204790079680045,0.004414872233618175,0.0,0
3936,1927,1,100,49.3,102519.9,0.0,0.0,239.7,237.3,2.4,66000.0,0.0,0.0,50.7,Multifamily Housing,66000.0,0.0,0.0,66000.0,1.553331818181818,25744.8,100,4885730,25744.8,0.39007272727272724,0.003631818181818182,0.0,0
3937,1926,1,100,73.4,248200.0,2482.0,254961.7,331.7,248.9,82.8,58800.0,7644.7,130.01,106.7,Multifamily Housing,58800.0,0.0,0.0,58800.0,4.22108843537415,892708.9,79,5038300,892708.9,15.182124149659865,0.005641156462585034,0.13001190476190475,0
3938,1925,1,100,60.7,2476700.0,0.0,0.0,201.7,134.6,67.1,53400.0,0.0,0.0,92.0,Multifamily Housing,53400.0,0.0,0.0,53400.0,46.38014981273408,723098.5,84,2859319,723098.5,13.54117041198502,0.0037771535580524342,0.0,0
3939,1926,1,100,69.5,4151256.2,0.0,0.0,298.4,220.5,77.9,71775.0,0.0,0.0,97.5,Multifamily Housing,65250.0,6525.0,0.0,71775.0,57.837076976663184,839562.6,83,3104007,839562.6,11.697145245559039,0.004157436433298502,0.0,0
3940,1927,1,100,111.6,10985209.6,109852.1,1042115.2,921.8,583.5,338.4,131140.0,9931.1,75.73,175.3,Multifamily Housing,131140.0,0.0,0.0,131140.0,83.76703980478877,3646256.9,4,2683455,3646256.9,27.804307610187585,0.007029129174927558,0.07572899191703523,0
3941,1928,1,100,80.8,240247.2,2402.5,259306.1,444.7,362.6,82.1,72245.0,4284.2,59.3,107.9,Multifamily Housing,72245.0,0.0,0.0,72245.0,3.3254508962557963,884752.4,54,4479636,884752.4,12.246555470966848,0.006155443283272198,0.05930098968786767,0
3942,1926,1,100,105.9,4888851.2,52575.8,219245.0,331.3,259.7,71.6,53472.0,0.0,0.0,141.3,Multifamily Housing,53472.0,0.0,0.0,53472.0,91.42824655894674,771965.0,49,2665243,771965.0,14.436808049072411,0.006195766008378217,0.0,0
3943,1926,1,100,63.9,3579955.1,39241.7,235742.8,264.8,190.1,74.6,68605.0,4519.7,65.88,91.6,Multifamily Housing,68605.0,0.0,0.0,68605.0,52.18213104001166,804354.7,88,4413786,804354.7,11.724432621529042,0.003859776984184826,0.06588003789811238,0
3944,1966,1,100,104.5,0.0,0.0,656014.2,1097.3,881.7,215.6,134200.0,7998.4,59.6,142.4,Multifamily Housing,134200.0,0.0,0.0,134200.0,0.0,2323304.9,34,2805438,2323304.9,17.312257078986587,0.008176602086438152,0.059600596125186284,0
3945,1975,1,100,164.5,5210751.6,52107.5,1377462.7,690.5,276.8,413.8,58795.0,4798.8,81.62,331.2,Senior Care Community,58795.0,0.0,0.0,58795.0,88.62576069393656,4458757.5,28,3109946,4458757.5,75.8356577940301,0.01174419593502849,0.08161918530487286,6
3946,1961,2,95,125.9,862200.1,8622.0,1344339.5,2282.3,1843.4,438.9,234000.0,0.0,0.0,170.4,Multifamily Housing,234000.0,0.0,0.0,234000.0,3.684615811965812,4729775.4,15,5803984,4729775.4,20.212715384615386,0.009753418803418804,0.0,0
3947,1969,1,100,106.0,11867165.3,118671.7,919233.9,1013.2,712.6,300.6,152900.0,0.0,0.0,155.3,Multifamily Housing,152900.0,30000.0,0.0,182900.0,64.88335319846911,3239595.6,17,3964682,3239595.6,17.712387096774194,0.005539639147074904,0.0,0
3948,1967,1,100,75.0,27462264.4,278032.0,2596756.1,2287.0,1458.7,828.3,485000.0,24138.1,49.77,117.2,Multifamily Housing,485000.0,0.0,0.0,485000.0,56.62322556701031,8925725.7,54,4038918,8925725.7,18.403558144329896,0.004715463917525773,0.049769278350515464,0
3949,1953,1,100,116.6,26503532.8,284678.6,1139287.7,1777.6,1407.7,369.9,261580.0,0.0,0.0,154.2,Multifamily Housing,261580.0,0.0,0.0,261580.0,101.32094502637817,3986125.6,26,5767681,3986125.6,15.238648214695313,0.006795626576955424,0.0,0
3950,1983,1,100,81.7,5154600.0,56296.1,554214.2,455.6,273.8,181.8,87075.0,3367.0,38.67,132.8,Multifamily Housing,87075.0,0.0,0.0,87075.0,59.19724375538329,1959587.0,40,2734604,1959587.0,22.504587998851566,0.005232271030720643,0.03866781510192363,0
3951,1960,1,100,69.2,7315568.9,80425.7,468184.3,541.7,388.6,153.1,129600.0,3709.6,28.62,99.3,Multifamily Housing,129600.0,0.0,0.0,129600.0,56.447290895061734,1650265.0,81,2682496,1650265.0,12.7335262345679,0.004179783950617284,0.028623456790123455,0
3952,1962,1,100,60.9,3963791.9,43699.8,298262.0,309.2,210.5,98.7,82500.0,0.0,0.0,90.9,Multifamily Housing,82500.0,0.0,0.0,82500.0,48.045962424242425,1063089.3,80,2669039,1063089.3,12.88593090909091,0.003747878787878788,0.0,0
3953,1961,1,100,66.4,7069497.1,70695.0,446632.1,524.4,375.5,148.9,130570.0,3670.7,28.11,95.4,Multifamily Housing,130570.0,0.0,0.0,130570.0,54.14334916136938,1604895.8,86,2719104,1604895.8,12.291458987516275,0.004016236501493451,0.028112889637742205,0
3954,1964,1,100,71.3,6440800.0,70480.6,371121.9,462.6,342.1,120.5,108570.0,1936.9,17.84,99.9,Multifamily Housing,108570.0,0.0,0.0,108570.0,59.323938472874644,1298784.6,78,2737195,1298784.6,11.96264714009395,0.0042608455374412825,0.017840103159252097,0
3955,1955,1,100,58.6,5653500.0,62905.7,270935.7,389.6,300.3,89.3,112955.0,3577.9,31.68,79.3,Multifamily Housing,112955.0,0.0,0.0,112955.0,50.05090522774556,961965.7,95,4403124,961965.7,8.516362268159886,0.003449161170377584,0.03167544597406047,0
3956,1928,1,100,82.6,11017522.5,0.0,0.0,771.5,615.9,155.5,158710.0,0.0,0.0,108.7,Multifamily Housing,158710.0,0.0,0.0,158710.0,69.41920798941466,1676099.9,66,2817560,1676099.9,10.560770587864658,0.004861067355554156,0.0,0
3957,1958,1,100,77.7,315980.0,3197.3,448227.2,664.6,515.3,149.3,111015.0,3779.8,34.05,109.5,Multifamily Housing,111015.0,0.0,0.0,111015.0,2.846282033959375,1608409.5,67,2738953,1608409.5,14.48821780840427,0.005986578390307616,0.03404765121830383,0
3958,1953,1,100,75.7,5176586.1,57094.6,316661.3,378.8,275.0,103.8,83200.0,2672.0,32.12,107.6,Multifamily Housing,83200.0,0.0,0.0,83200.0,62.2185829326923,1118826.8,73,2719157,1118826.8,13.447437500000001,0.004552884615384616,0.032115384615384615,0
3959,1953,1,100,106.9,12037371.6,130979.9,865042.5,925.9,648.7,277.3,141721.0,5741.3,40.51,156.3,Multifamily Housing,141721.0,939.0,0.0,142660.0,84.37804289920089,2988091.5,25,4334948,2988091.5,20.94554535258657,0.006490256554044582,0.04024463759988785,0
3960,1949,1,100,92.3,8224776.9,91605.6,520387.1,604.8,436.9,167.9,108700.0,16899.2,155.47,131.7,Multifamily Housing,108700.0,0.0,0.0,108700.0,75.66492088316468,1809541.4,60,2679532,1809541.4,16.647114995400184,0.005563937442502299,0.15546642134314628,0
3961,1961,1,100,84.4,5768015.3,57680.2,334925.0,415.5,306.4,109.2,82300.0,0.0,0.0,118.5,Multifamily Housing,82300.0,0.0,0.0,82300.0,70.08524058323208,1176410.6,65,2734926,1176410.6,14.294174969623331,0.0050486026731470235,0.0,0
3962,1964,1,100,77.0,5746786.7,62503.5,296083.3,401.4,305.2,96.2,88100.0,0.0,0.0,105.4,Multifamily Housing,88100.0,5440.0,0.0,93540.0,61.43667628821895,1036675.1,83,2709742,1036675.1,11.082692965576223,0.004291212315586914,0.0,0
3963,1953,1,100,75.4,14226705.3,155250.4,849681.0,1036.3,755.6,280.6,228891.0,10702.4,46.76,106.7,Multifamily Housing,228891.0,0.0,0.0,228891.0,62.15493531855775,3023890.1,73,2731600,3023890.1,13.211048490329459,0.0045274825135107975,0.046757626992760745,0
3964,1962,1,100,191.7,20634200.0,208003.8,1490321.5,2967.1,2490.9,476.2,231000.0,7962.7,34.47,244.6,Multifamily Housing,231000.0,0.0,0.0,231000.0,89.32554112554112,5131648.3,1,2812001,5131648.3,22.214927705627705,0.012844588744588744,0.03447056277056277,0
3965,1955,1,100,75.5,13389100.0,146174.6,741844.7,956.7,711.2,245.5,212433.0,7186.6,33.83,105.3,Multifamily Housing,212433.0,0.0,0.0,212433.0,63.02740158073369,2645587.7,67,2737014,2645587.7,12.453751065041684,0.004503537585968282,0.03382996050519458,0
3966,1958,1,100,103.1,13848125.2,138481.3,608074.3,936.8,735.5,201.3,170420.0,5559.7,35.77,137.4,Multifamily Housing,155420.0,0.0,0.0,155420.0,89.10130742504182,2169269.4,28,4039204,2169269.4,13.957466220563633,0.0060275382833612145,0.03577210140265088,0
3967,1986,1,100,111.3,4376103.7,48792.0,445372.4,380.1,232.4,147.7,53622.0,0.0,0.0,178.9,Multifamily Housing,53622.0,0.0,0.0,53622.0,81.61022901048078,1591140.7,25,2735414,1591140.7,29.673281488941104,0.007088508448025064,0.0,0
